"","V1","V2","V3","V4"
"49077",1,18,19,18
"49078",2,1,3,2
"49079",2,16,18,16
"49080",1,2,3,2
"49081",1,5,6,5
"49082",2,9,11,9
"49083",4,41,45,42
"49084",1,11,12,11
"49085",1,12,13,12
"49086",4,6,10,7
"49087",1,2,3,2
"49088",9,1,10,9
"49089",1,2,3,2
"49090",1,2,3,2
"49091",1,2,3,2
"49092",3,24,27,25
"49093",1,4,5,4
"49094",3,2,5,4
"49095",4,27,31,30
"49096",14,10,24,20
"49097",2,3,5,3
"49098",5,14,19,16
"49099",1,1,2,1
"49100",1,12,13,12
"49101",1,3,4,3
"49102",2,7,9,7
"49103",2,10,12,11
"49104",3,8,11,8
"49105",1,7,8,7
"49106",4,1,5,4
"49107",1,6,7,6
"49108",3,19,22,20
"49109",1,3,4,3
"49110",2,8,10,8
"49111",3,4,7,6
"49112",1,2,3,2
"49113",1,15,16,15
"49114",1,17,18,17
"49115",2,20,22,21
"49116",1,35,36,35
"49117",4,7,11,10
"49118",1,1,2,1
"49119",2,56,58,56
"49120",1,4,5,4
"49121",2,2,4,3
"49122",6,22,28,24
"49123",3,176,179,177
"49124",1,9,10,9
"49125",3,1,4,3
"49126",2,8,10,8
"49127",1,3,4,3
"49128",1,23,24,23
"49129",11,3,14,11
"49130",1,7,8,7
"49131",1,5,6,5
"49132",4,8,12,11
"49133",1,8,9,8
"49134",1,4,5,4
"49135",1,24,25,24
"49136",2,12,14,12
"49137",8,6,14,13
"49138",6,16,22,16
"49139",1,6,7,6
"49140",3,1,4,3
"49141",1,3,4,3
"49142",4,3,7,6
"49143",5,35,40,39
"49144",5,9,14,11
"49145",2,4,6,4
"49146",4,6,10,9
"49147",1,1,2,1
"49148",1,5,6,5
"49149",1,11,12,11
"49150",1,25,26,25
"49151",1,9,10,9
"49152",4,2,6,4
"49153",2,2,4,2
"49154",1,3,4,3
"49155",3,42,45,42
"49156",3,46,49,46
"49157",1,1,2,1
"49158",1,7,8,7
"49159",1,56,57,56
"49160",2,6,8,7
"49161",1,14,15,14
"49162",3,2,5,4
"49163",1,12,13,12
"49164",2,10,12,10
"49165",3,1,4,3
"49166",1,12,13,12
"49167",2,18,20,18
"49168",1,11,12,11
"49169",8,3,11,10
"49170",1,10,11,10
"49171",1,2,3,2
"49172",1,3,4,3
"49173",2,6,8,7
"49174",11,11,22,20
"49175",2,4,6,4
"49176",2,4,6,4
"49177",1,7,8,7
"49178",2,42,44,42
"49179",1,2,3,2
"49180",3,16,19,18
"49181",4,2,6,5
"49182",1,4,5,4
"49183",1,1,2,1
"49184",16,20,36,33
"49185",2,12,14,12
"49186",1,25,26,25
"49187",1,17,18,17
"49188",4,13,17,15
"49189",2,12,14,12
"49190",2,7,9,7
"49191",3,36,39,38
"49192",1,5,6,5
"49193",2,14,16,14
"49194",2,16,18,16
"49195",2,7,9,8
"49196",1,9,10,9
"49197",2,61,63,61
"49198",3,2,5,4
"49199",1,18,19,18
"49200",4,15,19,18
"49201",7,1,8,7
"49202",1,2,3,2
"49203",1,2,3,2
"49204",4,16,20,18
"49205",1,5,6,5
"49206",1,1,2,1
"49207",10,4,14,12
"49208",1,14,15,14
"49209",3,14,17,15
"49210",2,5,7,5
"49211",2,6,8,6
"49212",2,1,3,2
"49213",1,4,5,4
"49214",4,8,12,9
"49215",3,7,10,8
"49216",3,6,9,8
"49217",3,10,13,11
"49218",1,12,13,12
"49219",1,11,12,11
"49220",1,8,9,8
"49221",2,14,16,15
"49222",5,8,13,12
"49223",4,8,12,10
"49224",2,11,13,12
"49225",1,7,8,7
"49226",2,11,13,11
"49227",3,20,23,20
"49228",3,3,6,4
"49229",1,8,9,8
"49230",2,6,8,6
"49231",3,15,18,17
"49232",2,13,15,13
"49233",3,18,21,18
"49234",16,54,70,54
"49235",4,5,9,5
"49236",3,15,18,17
"49237",1,5,6,5
"49238",2,5,7,5
"49239",1,16,17,16
"49240",2,3,5,4
"49241",3,3,6,3
"49242",4,14,18,17
"49243",5,16,21,19
"49244",1,54,55,54
"49245",1,11,12,11
"49246",2,7,9,8
"49247",2,2,4,3
"49248",1,4,5,4
"49249",4,3,7,6
"49250",7,1,8,7
"49251",7,9,16,12
"49252",1,10,11,10
"49253",2,2,4,2
"49254",1,5,6,5
"49255",2,11,13,11
"49256",1,4,5,4
"49257",1,4,5,4
"49258",1,7,8,7
"49259",4,10,14,12
"49260",2,4,6,4
"49261",1,3,4,3
"49262",2,1,3,2
"49263",1,2,3,2
"49264",1,6,7,6
"49265",1,1,2,1
"49266",2,169,171,170
"49267",2,6,8,6
"49268",3,6,9,6
"49269",1,8,9,8
"49270",2,13,15,13
"49271",1,3,4,3
"49272",2,12,14,12
"49273",5,13,18,14
"49274",1,4,5,4
"49275",1,17,18,17
"49276",3,1,4,3
"49277",4,10,14,11
"49278",5,10,15,11
"49279",2,2,4,2
"49280",5,8,13,12
"49281",1,4,5,4
"49282",1,1,2,1
"49283",1,1,2,1
"49284",1,5,6,5
"49285",6,21,27,22
"49286",1,1,2,1
"49287",2,8,10,8
"49288",28,12,40,31
"49289",3,11,14,11
"49290",1,3,4,3
"49291",4,3,7,5
"49292",1,2,3,2
"49293",1,13,14,13
"49294",3,3,6,5
"49295",4,1,5,4
"49296",3,18,21,18
"49297",1,1,2,1
"49298",2,6,8,7
"49299",2,12,14,12
"49300",1,1,2,1
"49301",6,19,25,22
"49302",4,21,25,21
"49303",1,5,6,5
"49304",4,4,8,4
"49305",17,19,36,29
"49306",6,15,21,20
"49307",8,6,14,13
"49308",2,28,30,29
"49309",1,4,5,4
"49310",2,10,12,10
"49311",2,5,7,5
"49312",2,1,3,2
"49313",2,19,21,20
"49314",4,12,16,15
"49315",1,9,10,9
"49316",2,28,30,29
"49317",1,1,2,1
"49318",1,27,28,27
"49319",2,14,16,14
"49320",1,5,6,5
"49321",4,14,18,16
"49322",1,16,17,16
"49323",2,12,14,13
"49324",1,2,3,2
"49325",1,3,4,3
"49326",1,6,7,6
"49327",6,15,21,19
"49328",1,1,2,1
"49329",12,14,26,25
"49330",3,12,15,13
"49331",2,2,4,3
"49332",1,5,6,5
"49333",2,4,6,5
"49334",3,2,5,4
"49335",2,5,7,5
"49336",3,9,12,10
"49337",1,19,20,19
"49338",1,8,9,8
"49339",1,1,2,1
"49340",2,13,15,14
"49341",1,3,4,3
"49342",2,6,8,7
"49343",1,4,5,4
"49344",1,4,5,4
"49345",1,1,2,1
"49346",1,5,6,5
"49347",8,28,36,33
"49348",3,27,30,28
"49349",2,9,11,9
"49350",7,7,14,7
"49351",1,4,5,4
"49352",6,3,9,6
"49353",3,8,11,9
"49354",2,17,19,18
"49355",1,10,11,10
"49356",5,4,9,5
"49357",2,2,4,2
"49358",1,2,3,2
"49359",3,3,6,5
"49360",1,9,10,9
"49361",8,56,64,61
"49362",3,17,20,17
"49363",8,1,9,8
"49364",4,4,8,6
"49365",2,25,27,25
"49366",2,3,5,3
"49367",2,2,4,3
"49368",3,5,8,6
"49369",2,8,10,9
"49370",2,13,15,14
"49371",1,35,36,35
"49372",1,6,7,6
"49373",4,56,60,58
"49374",1,12,13,12
"49375",1,14,15,14
"49376",2,25,27,25
"49377",1,8,9,8
"49378",1,7,8,7
"49379",3,22,25,23
"49380",1,4,5,4
"49381",6,1,7,6
"49382",5,7,12,9
"49383",10,6,16,14
"49384",2,3,5,4
"49385",1,12,13,12
"49386",1,4,5,4
"49387",1,1,2,1
"49388",4,13,17,16
"49389",1,4,5,4
"49390",1,13,14,13
"49391",6,14,20,16
"49392",1,9,10,9
"49393",1,5,6,5
"49394",3,5,8,7
"49395",1,5,6,5
"49396",3,1,4,3
"49397",3,176,179,177
"49398",2,29,31,30
"49399",3,2,5,3
"49400",2,4,6,5
"49401",2,60,62,61
"49402",1,5,6,5
"49403",4,15,19,18
"49404",1,1,2,1
"49405",1,7,8,7
"49406",1,4,5,4
"49407",1,8,9,8
"49408",1,9,10,9
"49409",1,3,4,3
"49410",1,1,2,1
"49411",3,5,8,7
"49412",2,2,4,3
"49413",1,21,22,21
"49414",5,13,18,17
"49415",2,2,4,2
"49416",3,2,5,3
"49417",1,2,3,2
"49418",1,2,3,2
"49419",1,1,2,1
"49420",1,42,43,42
"49421",1,2,3,2
"49422",27,9,36,35
"49423",6,29,35,32
"49424",3,6,9,8
"49425",1,9,10,9
"49426",169,6,175,170
"49427",1,1,2,1
"49428",1,3,4,3
"49429",1,10,11,10
"49430",3,3,6,4
"49431",1,10,11,10
"49432",1,1,2,1
"49433",1,1,2,1
"49434",2,18,20,18
"49435",6,28,34,32
"49436",1,2,3,2
"49437",1,1,2,1
"49438",11,37,48,47
"49439",3,37,40,39
"49440",1,6,7,6
"49441",2,3,5,3
"49442",5,12,17,13
"49443",1,38,39,38
"49444",9,14,23,15
"49445",2,3,5,4
"49446",1,6,7,6
"49447",1,10,11,10
"49448",8,35,43,38
"49449",1,2,3,2
"49450",1,4,5,4
"49451",5,36,41,39
"49452",5,17,22,19
"49453",2,3,5,3
"49454",2,5,7,5
"49455",4,14,18,15
"49456",1,5,6,5
"49457",1,8,9,8
"49458",1,12,13,12
"49459",1,5,6,5
"49460",1,8,9,8
"49461",1,9,10,9
"49462",4,12,16,13
"49463",3,13,16,15
"49464",11,1,12,11
"49465",2,2,4,2
"49466",2,3,5,4
"49467",1,9,10,9
"49468",8,7,15,14
"49469",13,4,17,16
"49470",3,14,17,16
"49471",2,19,21,20
"49472",1,15,16,15
"49473",2,22,24,23
"49474",1,1,2,1
"49475",2,17,19,18
"49476",3,24,27,25
"49477",1,1,2,1
"49478",2,3,5,4
"49479",4,8,12,11
"49480",1,4,5,4
"49481",1,3,4,3
"49482",1,1,2,1
"49483",2,7,9,8
"49484",3,17,20,17
"49485",2,21,23,22
"49486",2,13,15,14
"49487",3,11,14,11
"49488",2,11,13,11
"49489",1,4,5,4
"49490",1,2,3,2
"49491",2,4,6,5
"49492",7,6,13,10
"49493",2,2,4,3
"49494",3,5,8,7
"49495",1,6,7,6
"49496",6,18,24,23
"49497",1,6,7,6
"49498",1,30,31,30
"49499",2,14,16,14
"49500",6,13,19,16
"49501",2,6,8,7
"49502",2,4,6,5
"49503",6,32,38,37
"49504",1,5,6,5
"49505",1,11,12,11
"49506",3,11,14,11
"49507",5,8,13,11
"49508",1,1,2,1
"49509",4,5,9,7
"49510",13,1,14,13
"49511",3,15,18,16
"49512",1,20,21,20
"49513",3,16,19,18
"49514",2,8,10,8
"49515",3,1,4,3
"49516",2,18,20,18
"49517",1,4,5,4
"49518",2,2,4,3
"49519",1,5,6,5
"49520",3,4,7,6
"49521",4,46,50,49
"49522",1,18,19,18
"49523",2,24,26,24
"49524",2,3,5,3
"49525",2,4,6,5
"49526",2,6,8,6
"49527",2,4,6,4
"49528",1,1,2,1
"49529",1,13,14,13
"49530",10,15,25,24
"49531",1,13,14,13
"49532",2,9,11,10
"49533",1,8,9,8
"49534",3,24,27,24
"49535",3,11,14,12
"49536",2,38,40,38
"49537",1,4,5,4
"49538",2,9,11,9
"49539",2,15,17,16
"49540",3,1,4,3
"49541",6,21,27,26
"49542",2,21,23,21
"49543",1,176,177,176
"49544",1,1,2,1
"49545",1,1,2,1
"49546",4,2,6,5
"49547",2,2,4,3
"49548",1,10,11,10
"49549",2,1,3,2
"49550",2,16,18,16
"49551",1,4,5,4
"49552",2,4,6,4
"49553",6,15,21,16
"49554",1,3,4,3
"49555",1,9,10,9
"49556",1,52,53,52
"49557",1,9,10,9
"49558",1,5,6,5
"49559",2,19,21,20
"49560",1,6,7,6
"49561",1,6,7,6
"49562",3,4,7,6
"49563",3,18,21,18
"49564",1,1,2,1
"49565",3,1,4,3
"49566",2,3,5,3
"49567",2,11,13,11
"49568",1,12,13,12
"49569",1,4,5,4
"49570",1,7,8,7
"49571",5,10,15,13
"49572",1,8,9,8
"49573",3,7,10,8
"49574",4,6,10,9
"49575",2,7,9,7
"49576",1,1,2,1
"49577",1,8,9,8
"49578",1,7,8,7
"49579",1,2,3,2
"49580",1,25,26,25
"49581",2,8,10,8
"49582",1,7,8,7
"49583",1,3,4,3
"49584",1,4,5,4
"49585",1,4,5,4
"49586",13,11,24,21
"49587",2,12,14,12
"49588",3,20,23,20
"49589",1,5,6,5
"49590",3,7,10,8
"49591",2,169,171,169
"49592",4,5,9,6
"49593",7,6,13,11
"49594",4,38,42,40
"49595",1,3,4,3
"49596",1,3,4,3
"49597",5,13,18,15
"49598",3,32,35,32
"49599",5,22,27,25
"49600",1,8,9,8
"49601",1,15,16,15
"49602",2,4,6,5
"49603",1,3,4,3
"49604",5,14,19,16
"49605",1,1,2,1
"49606",3,17,20,17
"49607",4,1,5,4
"49608",1,7,8,7
"49609",2,11,13,11
"49610",1,3,4,3
"49611",1,14,15,14
"49612",1,25,26,25
"49613",3,6,9,7
"49614",1,8,9,8
"49615",2,1,3,2
"49616",1,4,5,4
"49617",5,2,7,6
"49618",1,13,14,13
"49619",9,2,11,9
"49620",1,8,9,8
"49621",1,8,9,8
"49622",2,2,4,2
"49623",1,2,3,2
"49624",1,20,21,20
"49625",7,20,27,25
"49626",1,13,14,13
"49627",3,3,6,3
"49628",1,3,4,3
"49629",4,6,10,8
"49630",3,18,21,18
"49631",2,8,10,9
"49632",4,11,15,13
"49633",1,4,5,4
"49634",1,5,6,5
"49635",5,11,16,13
"49636",4,5,9,8
"49637",1,4,5,4
"49638",1,17,18,17
"49639",6,23,29,25
"49640",1,10,11,10
"49641",1,3,4,3
"49642",2,16,18,16
"49643",1,6,7,6
"49644",1,2,3,2
"49645",3,4,7,4
"49646",2,1,3,2
"49647",1,22,23,22
"49648",10,1,11,10
"49649",2,1,3,2
"49650",1,1,2,1
"49651",1,5,6,5
"49652",2,34,36,34
"49653",1,23,24,23
"49654",1,1,2,1
"49655",1,18,19,18
"49656",2,19,21,20
"49657",3,2,5,4
"49658",2,13,15,14
"49659",6,6,12,11
"49660",15,5,20,19
"49661",1,1,2,1
"49662",1,2,3,2
"49663",1,6,7,6
"49664",1,3,4,3
"49665",2,18,20,18
"49666",1,4,5,4
"49667",1,4,5,4
"49668",1,22,23,22
"49669",1,3,4,3
"49670",1,8,9,8
"49671",5,2,7,6
"49672",2,3,5,4
"49673",1,6,7,6
"49674",10,3,13,12
"49675",2,14,16,15
"49676",1,23,24,23
"49677",13,1,14,13
"49678",2,12,14,12
"49679",1,2,3,2
"49680",1,1,2,1
"49681",4,1,5,4
"49682",1,7,8,7
"49683",1,3,4,3
"49684",1,2,3,2
"49685",1,3,4,3
"49686",3,5,8,6
"49687",3,10,13,10
"49688",1,7,8,7
"49689",3,7,10,9
"49690",1,1,2,1
"49691",1,1,2,1
"49692",1,7,8,7
"49693",5,17,22,19
"49694",3,1,4,3
"49695",2,4,6,5
"49696",1,55,56,55
"49697",1,61,62,61
"49698",1,9,10,9
"49699",1,4,5,4
"49700",1,10,11,10
"49701",1,4,5,4
"49702",4,13,17,16
"49703",14,8,22,18
"49704",3,16,19,16
"49705",2,11,13,11
"49706",1,13,14,13
"49707",3,15,18,17
"49708",6,6,12,10
"49709",6,28,34,33
"49710",13,1,14,13
"49711",2,55,57,55
"49712",2,1,3,2
"49713",1,9,10,9
"49714",1,46,47,46
"49715",1,13,14,13
"49716",1,32,33,32
"49717",14,38,52,43
"49718",19,2,21,19
"49719",1,5,6,5
"49720",4,18,22,21
"49721",3,11,14,11
"49722",2,8,10,9
"49723",5,36,41,38
"49724",4,37,41,40
"49725",1,2,3,2
"49726",1,10,11,10
"49727",3,16,19,17
"49728",4,9,13,11
"49729",3,24,27,24
"49730",4,24,28,25
"49731",1,8,9,8
"49732",1,5,6,5
"49733",1,7,8,7
"49734",1,5,6,5
"49735",4,16,20,17
"49736",2,2,4,2
"49737",1,13,14,13
"49738",2,37,39,37
"49739",2,14,16,14
"49740",2,12,14,12
"49741",1,14,15,14
"49742",3,17,20,17
"49743",2,10,12,11
"49744",1,13,14,13
"49745",1,8,9,8
"49746",5,2,7,6
"49747",1,1,2,1
"49748",1,22,23,22
"49749",5,35,40,38
"49750",1,10,11,10
"49751",13,18,31,30
"49752",3,13,16,15
"49753",1,1,2,1
"49754",1,2,3,2
"49755",3,24,27,24
"49756",3,6,9,6
"49757",1,3,4,3
"49758",1,7,8,7
"49759",3,10,13,12
"49760",1,24,25,24
"49761",3,8,11,9
"49762",11,7,18,16
"49763",1,5,6,5
"49764",1,3,4,3
"49765",1,2,3,2
"49766",1,1,2,1
"49767",13,11,24,21
"49768",1,11,12,11
"49769",2,5,7,5
"49770",2,23,25,23
"49771",2,23,25,23
"49772",1,1,2,1
"49773",3,3,6,4
"49774",1,5,6,5
"49775",2,1,3,2
"49776",2,8,10,9
"49777",3,61,64,62
"49778",1,5,6,5
"49779",4,3,7,5
"49780",2,9,11,9
"49781",2,35,37,35
"49782",2,2,4,3
"49783",2,44,46,44
"49784",5,6,11,9
"49785",5,10,15,12
"49786",1,15,16,15
"49787",3,1,4,3
"49788",12,36,48,44
"49789",2,6,8,6
"49790",3,11,14,12
"49791",1,3,4,3
"49792",3,1,4,3
"49793",1,5,6,5
"49794",1,5,6,5
"49795",31,7,38,34
"49796",1,8,9,8
"49797",2,3,5,3
"49798",5,169,174,173
"49799",17,4,21,19
"49800",4,27,31,27
"49801",3,15,18,16
"49802",1,1,2,1
"49803",2,2,4,2
"49804",1,6,7,6
"49805",2,5,7,5
"49806",1,4,5,4
"49807",1,9,10,9
"49808",1,3,4,3
"49809",1,2,3,2
"49810",9,6,15,12
"49811",1,1,2,1
"49812",2,11,13,11
"49813",3,7,10,7
"49814",1,3,4,3
"49815",1,1,2,1
"49816",3,12,15,13
"49817",2,18,20,19
"49818",1,24,25,24
"49819",1,1,2,1
"49820",1,16,17,16
"49821",1,3,4,3
"49822",1,26,27,26
"49823",10,2,12,11
"49824",2,35,37,36
"49825",1,2,3,2
"49826",5,2,7,6
"49827",2,61,63,61
"49828",5,8,13,11
"49829",1,3,4,3
"49830",3,42,45,44
"49831",2,6,8,6
"49832",10,1,11,10
"49833",3,1,4,3
"49834",2,2,4,2
"49835",1,5,6,5
"49836",1,9,10,9
"49837",1,9,10,9
"49838",4,31,35,32
"49839",2,6,8,6
"49840",1,10,11,10
"49841",3,1,4,3
"49842",1,7,8,7
"49843",4,5,9,6
"49844",3,11,14,13
"49845",2,3,5,4
"49846",9,176,185,184
"49847",4,5,9,7
"49848",2,8,10,8
"49849",1,4,5,4
"49850",1,12,13,12
"49851",2,29,31,29
"49852",1,40,41,40
"49853",1,11,12,11
"49854",1,2,3,2
"49855",2,5,7,5
"49856",5,11,16,15
"49857",4,14,18,16
"49858",1,2,3,2
"49859",3,7,10,7
"49860",1,29,30,29
"49861",1,2,3,2
"49862",1,17,18,17
"49863",2,3,5,3
"49864",1,3,4,3
"49865",8,24,32,28
"49866",1,1,2,1
"49867",1,15,16,15
"49868",1,3,4,3
"49869",2,2,4,3
"49870",2,1,3,2
"49871",3,54,57,56
"49872",3,13,16,15
"49873",8,9,17,16
"49874",1,4,5,4
"49875",3,8,11,9
"49876",16,54,70,54
"49877",2,2,4,2
"49878",1,9,10,9
"49879",4,10,14,13
"49880",2,4,6,4
"49881",1,2,3,2
"49882",1,15,16,15
"49883",1,3,4,3
"49884",2,16,18,16
"49885",1,2,3,2
"49886",1,9,10,9
"49887",7,1,8,7
"49888",2,5,7,5
"49889",6,20,26,24
"49890",4,29,33,29
"49891",2,13,15,13
"49892",3,3,6,3
"49893",2,11,13,11
"49894",1,11,12,11
"49895",3,5,8,6
"49896",1,16,17,16
"49897",2,15,17,16
"49898",2,8,10,9
"49899",3,1,4,3
"49900",1,1,2,1
"49901",2,3,5,3
"49902",2,8,10,9
"49903",1,7,8,7
"49904",2,4,6,5
"49905",1,1,2,1
"49906",10,4,14,11
"49907",2,27,29,27
"49908",2,2,4,3
"49909",3,5,8,6
"49910",3,23,26,25
"49911",1,21,22,21
"49912",2,4,6,4
"49913",2,14,16,14
"49914",1,14,15,14
"49915",2,5,7,6
"49916",1,19,20,19
"49917",3,9,12,9
"49918",6,2,8,6
"49919",3,17,20,18
"49920",1,9,10,9
"49921",4,1,5,4
"49922",3,1,4,3
"49923",3,1,4,3
"49924",1,9,10,9
"49925",1,5,6,5
"49926",1,11,12,11
"49927",2,4,6,5
"49928",3,6,9,6
"49929",2,15,17,15
"49930",1,10,11,10
"49931",1,1,2,1
"49932",1,22,23,22
"49933",2,5,7,6
"49934",1,22,23,22
"49935",2,15,17,15
"49936",3,16,19,18
"49937",3,11,14,13
"49938",4,35,39,36
"49939",3,6,9,8
"49940",1,18,19,18
"49941",1,2,3,2
"49942",2,14,16,15
"49943",1,13,14,13
"49944",5,1,6,5
"49945",3,12,15,13
"49946",2,169,171,169
"49947",1,2,3,2
"49948",2,4,6,5
"49949",1,35,36,35
"49950",2,1,3,2
"49951",1,1,2,1
"49952",2,1,3,2
"49953",1,10,11,10
"49954",2,12,14,13
"49955",1,1,2,1
"49956",1,3,4,3
"49957",2,22,24,23
"49958",61,1,62,61
"49959",1,2,3,2
"49960",2,15,17,15
"49961",1,3,4,3
"49962",1,1,2,1
"49963",1,2,3,2
"49964",9,14,23,15
"49965",4,29,33,30
"49966",3,5,8,6
"49967",1,10,11,10
"49968",1,4,5,4
"49969",2,7,9,7
"49970",3,27,30,27
"49971",9,15,24,17
"49972",2,8,10,8
"49973",3,4,7,6
"49974",2,5,7,5
"49975",1,9,10,9
"49976",1,7,8,7
"49977",3,20,23,22
"49978",1,12,13,12
"49979",2,9,11,9
"49980",2,4,6,5
"49981",1,2,3,2
"49982",1,1,2,1
"49983",1,1,2,1
"49984",2,15,17,15
"49985",3,4,7,5
"49986",12,29,41,34
"49987",16,54,70,54
"49988",1,3,4,3
"49989",1,3,4,3
"49990",2,4,6,5
"49991",1,8,9,8
"49992",2,5,7,6
"49993",2,2,4,2
"49994",3,34,37,34
"49995",1,1,2,1
"49996",3,3,6,4
"49997",1,20,21,20
"49998",4,15,19,16
"49999",1,3,4,3
"50000",4,2,6,5
"50001",3,24,27,26
"50002",4,15,19,17
"50003",7,7,14,12
"50004",1,1,2,1
"50005",1,16,17,16
"50006",2,3,5,3
"50007",3,20,23,20
"50008",2,9,11,9
"50009",2,4,6,5
"50010",2,5,7,6
"50011",2,7,9,7
"50012",1,2,3,2
"50013",1,3,4,3
"50014",1,4,5,4
"50015",3,16,19,18
"50016",2,25,27,25
"50017",1,25,26,25
"50018",1,21,22,21
"50019",2,3,5,4
"50020",1,6,7,6
"50021",2,1,3,2
"50022",3,3,6,4
"50023",5,29,34,32
"50024",2,6,8,7
"50025",1,4,5,4
"50026",4,4,8,4
"50027",4,20,24,21
"50028",1,4,5,4
"50029",3,9,12,11
"50030",3,16,19,16
"50031",10,2,12,10
"50032",2,6,8,7
"50033",1,10,11,10
"50034",1,1,2,1
"50035",4,28,32,29
"50036",1,1,2,1
"50037",1,23,24,23
"50038",3,3,6,4
"50039",1,8,9,8
"50040",13,5,18,15
"50041",3,6,9,7
"50042",3,45,48,45
"50043",1,1,2,1
"50044",1,11,12,11
"50045",2,20,22,20
"50046",3,3,6,4
"50047",2,4,6,5
"50048",1,1,2,1
"50049",1,30,31,30
"50050",1,14,15,14
"50051",1,8,9,8
"50052",1,1,2,1
"50053",1,6,7,6
"50054",3,4,7,6
"50055",4,10,14,13
"50056",3,29,32,30
"50057",1,6,7,6
"50058",4,1,5,4
"50059",4,15,19,17
"50060",1,6,7,6
"50061",1,4,5,4
"50062",1,9,10,9
"50063",1,1,2,1
"50064",7,15,22,18
"50065",4,4,8,7
"50066",1,35,36,35
"50067",2,4,6,5
"50068",1,2,3,2
"50069",6,28,34,33
"50070",4,7,11,9
"50071",3,3,6,3
"50072",3,23,26,23
"50073",1,13,14,13
"50074",1,5,6,5
"50075",3,11,14,12
"50076",1,3,4,3
"50077",1,35,36,35
"50078",1,7,8,7
"50079",1,2,3,2
"50080",2,3,5,4
"50081",1,10,11,10
"50082",1,2,3,2
"50083",3,2,5,3
"50084",1,4,5,4
"50085",2,4,6,5
"50086",2,2,4,3
"50087",3,2,5,4
"50088",2,18,20,19
"50089",3,24,27,24
"50090",2,5,7,6
"50091",2,16,18,16
"50092",5,22,27,25
"50093",1,17,18,17
"50094",2,1,3,2
"50095",2,1,3,2
"50096",2,37,39,38
"50097",10,26,36,29
"50098",1,4,5,4
"50099",1,2,3,2
"50100",1,13,14,13
"50101",1,2,3,2
"50102",1,4,5,4
"50103",3,5,8,5
"50104",3,2,5,4
"50105",2,2,4,3
"50106",4,16,20,17
"50107",1,2,3,2
"50108",2,8,10,9
"50109",3,36,39,38
"50110",2,1,3,2
"50111",1,20,21,20
"50112",2,4,6,4
"50113",2,2,4,3
"50114",2,10,12,10
"50115",2,10,12,10
"50116",7,27,34,32
"50117",4,5,9,8
"50118",6,5,11,10
"50119",1,8,9,8
"50120",13,30,43,42
"50121",2,7,9,7
"50122",2,13,15,13
"50123",2,3,5,4
"50124",11,11,22,11
"50125",2,6,8,6
"50126",1,6,7,6
"50127",1,1,2,1
"50128",2,17,19,18
"50129",1,2,3,2
"50130",1,4,5,4
"50131",1,17,18,17
"50132",3,14,17,15
"50133",2,8,10,8
"50134",1,32,33,32
"50135",1,1,2,1
"50136",3,18,21,19
"50137",1,1,2,1
"50138",1,3,4,3
"50139",3,24,27,24
"50140",1,5,6,5
"50141",1,14,15,14
"50142",4,8,12,11
"50143",1,6,7,6
"50144",2,1,3,2
"50145",2,1,3,2
"50146",1,16,17,16
"50147",2,1,3,2
"50148",1,7,8,7
"50149",1,10,11,10
"50150",2,5,7,5
"50151",1,40,41,40
"50152",2,6,8,6
"50153",1,7,8,7
"50154",1,4,5,4
"50155",2,15,17,15
"50156",2,10,12,10
"50157",2,10,12,10
"50158",2,2,4,3
"50159",1,10,11,10
"50160",3,4,7,5
"50161",2,5,7,5
"50162",3,5,8,7
"50163",5,1,6,5
"50164",1,2,3,2
"50165",1,3,4,3
"50166",3,20,23,20
"50167",2,1,3,2
"50168",3,9,12,9
"50169",2,5,7,6
"50170",4,9,13,11
"50171",1,18,19,18
"50172",1,2,3,2
"50173",1,26,27,26
"50174",1,3,4,3
"50175",4,5,9,6
"50176",1,1,2,1
"50177",1,18,19,18
"50178",6,6,12,10
"50179",1,8,9,8
"50180",10,1,11,10
"50181",12,35,47,46
"50182",4,11,15,12
"50183",2,4,6,4
"50184",2,6,8,7
"50185",1,1,2,1
"50186",3,7,10,9
"50187",3,1,4,3
"50188",2,12,14,12
"50189",1,6,7,6
"50190",1,25,26,25
"50191",2,39,41,39
"50192",1,4,5,4
"50193",2,4,6,5
"50194",2,6,8,7
"50195",13,1,14,13
"50196",1,3,4,3
"50197",2,18,20,18
"50198",1,11,12,11
"50199",4,20,24,23
"50200",3,46,49,46
"50201",1,11,12,11
"50202",1,9,10,9
"50203",1,1,2,1
"50204",1,16,17,16
"50205",1,13,14,13
"50206",9,19,28,23
"50207",1,4,5,4
"50208",1,2,3,2
"50209",3,18,21,18
"50210",1,3,4,3
"50211",2,20,22,21
"50212",1,16,17,16
"50213",13,4,17,16
"50214",6,2,8,7
"50215",1,6,7,6
"50216",1,1,2,1
"50217",2,14,16,15
"50218",1,4,5,4
"50219",1,14,15,14
"50220",1,7,8,7
"50221",3,2,5,3
"50222",3,12,15,13
"50223",1,15,16,15
"50224",2,22,24,22
"50225",1,2,3,2
"50226",3,15,18,17
"50227",1,3,4,3
"50228",1,8,9,8
"50229",1,8,9,8
"50230",1,2,3,2
"50231",1,8,9,8
"50232",1,3,4,3
"50233",1,10,11,10
"50234",16,54,70,54
"50235",2,3,5,3
"50236",1,3,4,3
"50237",1,2,3,2
"50238",1,5,6,5
"50239",1,1,2,1
"50240",1,7,8,7
"50241",7,7,14,7
